"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.414027042E0,1.091964249E1,-3.236120453E0,1.058299255E-1,1.138956837E1
1.424096042E0,1.064481400E1,-3.211122437E0,8.622070312E-2,1.111893908E1
1.434166042E0,1.024978546E1,-3.161126404E0,1.776805115E-1,1.072764618E1
1.444235042E0,9.588011627E0,-3.003204803E0,1.435514832E-1,1.004837365E1
1.454304042E0,9.044342194E0,-2.765948181E0,2.505789185E-1,9.461151349E0
1.464373042E0,8.615034943E0,-2.537373505E0,1.519340515E-1,8.982214388E0
1.474442042E0,8.167765045E0,-2.323168945E0,-1.077758789E-2,8.491738099E0
1.484511042E0,8.135881348E0,-2.345023499E0,-8.427474976E-2,8.467514555E0
1.494581042E0,9.461225281E0,-2.341580658E0,1.001417542E-1,9.747195092E0
1.504650042E0,1.076995377E1,-2.289039917E0,3.689826965E-1,1.101670350E1
1.514719042E0,1.142184814E1,-2.211201782E0,5.213658142E-1,1.164559362E1
1.524788042E0,1.262893799E1,-2.092199249E0,5.704637146E-1,1.281377389E1
1.534857042E0,1.400068542E1,-1.907034302E0,9.529183960E-1,1.416206290E1
1.544926042E0,1.469239700E1,-1.631008301E0,1.049766998E0,1.481987613E1
1.554996042E0,1.506332565E1,-9.999206543E-1,1.168470154E0,1.514162949E1
1.565065042E0,1.492351639E1,-3.149450684E-1,1.360371094E0,1.498870045E1
1.575134042E0,1.431143921E1,3.836521912E-1,1.421893158E0,1.438701711E1
1.585203042E0,1.329400497E1,1.236728210E0,1.240620117E0,1.340892252E1
1.595272042E0,1.171688461E1,2.349364471E0,1.255139923E0,1.201583433E1
1.605341042E0,1.003812561E1,3.047812042E0,1.224154358E0,1.056180278E1
1.615411042E0,9.234746246E0,4.171824646E0,9.277706909E-1,1.017572688E1
1.625480042E0,8.014633484E0,4.733756104E0,5.077441406E-1,9.322049176E0
1.635549042E0,6.702911224E0,4.622836761E0,1.851649475E-1,8.144564117E0
1.645618042E0,5.538332977E0,4.311933289E0,-4.885839844E-1,7.035951617E0
1.655687042E0,4.452041931E0,3.798051910E0,-1.925745392E0,6.160711889E0
1.665756042E0,3.311264191E0,2.725981293E0,-4.351900177E0,6.110194735E0
1.675826042E0,2.374212799E0,1.325493622E0,-6.038592682E0,6.622569089E0
1.685895042E0,2.271526337E0,8.800199890E-1,-5.585784302E0,6.093870145E0
1.695964042E0,3.515140228E0,1.127305756E0,-3.519181824E0,5.100163703E0
1.706033042E0,5.019661560E0,1.238075409E0,-1.973196716E0,5.533835756E0
1.716102042E0,6.139931946E0,1.445094910E0,-1.111738129E0,6.404921956E0
1.726171042E0,6.430926819E0,1.610051880E0,-7.640112305E-1,6.673290041E0
1.736240042E0,6.311774597E0,1.235381012E0,-5.153782654E-1,6.452153095E0
1.746310042E0,5.865402832E0,6.433621216E-1,-2.643502808E-1,5.906500341E0
1.756379042E0,5.979016571E0,6.750961304E-2,-8.801696777E-2,5.980045459E0
1.766448042E0,6.549629974E0,-5.272036743E-1,-6.122268677E-2,6.571099203E0
1.776517042E0,6.754404144E0,-1.129251709E0,-6.571334839E-2,6.848467202E0
1.786586042E0,7.142546997E0,-1.621278534E0,-2.454895020E-2,7.324283196E0
1.796656042E0,7.533084869E0,-2.274220734E0,-1.242416382E-1,7.869871891E0
1.806725042E0,8.779692535E0,-2.796035614E0,-1.175056458E-1,9.214913117E0
1.816794042E0,9.821076965E0,-3.330574036E0,4.483177185E-1,1.038013800E1
1.826863042E0,1.014036301E1,-4.082011414E0,8.801696777E-1,1.096651621E1
1.836932042E0,9.202712860E0,-4.508175201E0,6.942562866E-1,1.027110313E1
1.847001042E0,7.323370972E0,-4.242328033E0,9.894424438E-2,8.463976577E0
1.857070042E0,5.567971344E0,-4.279899902E0,9.041198730E-2,7.023391089E0
1.867140042E0,4.502037964E0,-4.601880341E0,-2.365081787E-1,6.442172352E0
1.877209042E0,3.913611603E0,-4.443060608E0,-4.040098572E-1,5.934674996E0
1.887278042E0,3.558400269E0,-4.788991241E0,-6.029461670E-1,5.996681888E0
1.897347042E0,3.814517670E0,-5.422324219E0,-7.372169495E-1,6.670504765E0
1.907416042E0,4.068838806E0,-5.504503326E0,-1.013692017E0,6.919723810E0
