"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.770159583E0,-1.009111542E1,9.217831421E-1,1.291065216E0,1.021504498E1
2.780228583E0,-9.700727234E0,1.183439026E0,1.200353851E0,9.846089892E0
2.790296583E0,-9.325307922E0,1.453028412E0,1.132245483E0,9.505505733E0
2.800365583E0,-8.734636230E0,1.888772278E0,1.126407623E0,9.007226262E0
2.810434583E0,-8.102051697E0,2.172582092E0,1.199306030E0,8.473587764E0
2.820502583E0,-7.498057709E0,2.174677734E0,1.363364868E0,7.925203872E0
2.830571583E0,-6.873107300E0,1.965113525E0,1.675316162E0,7.342203986E0
2.840639583E0,-6.252946930E0,1.539548492E0,2.008373566E0,6.745599992E0
2.850708583E0,-5.852828979E0,1.143621826E0,2.266586609E0,6.379725135E0
2.860776583E0,-5.694458313E0,8.419990540E-1,2.487976227E0,6.271032099E0
2.870845583E0,-5.393583984E0,8.089178467E-1,2.480791168E0,5.991612563E0
2.880913583E0,-5.137017517E0,7.776329041E-1,2.355352020E0,5.704502173E0
2.890982583E0,-4.816983032E0,7.053332520E-1,2.115251312E0,5.308023045E0
2.901050583E0,-4.611161041E0,7.387138367E-1,1.784439240E0,4.999272715E0
2.911119583E0,-4.700674896E0,6.697073364E-1,1.524130554E0,4.986765118E0
2.921187583E0,-4.915478210E0,6.036946106E-1,1.312021637E0,5.123258143E0
2.931256583E0,-5.241949310E0,5.873785400E-1,1.150657196E0,5.398801543E0
2.941324583E0,-5.620811462E0,5.415737915E-1,1.028211823E0,5.739690168E0
2.951393583E0,-6.100713501E0,5.390290833E-1,9.966275024E-1,6.205040206E0
2.961461583E0,-6.464606781E0,3.668870544E-1,1.062939606E0,6.561675666E0
2.971530583E0,-6.747817841E0,2.395019531E-2,1.239572296E0,6.860769541E0
2.981598583E0,-7.154372406E0,-2.508782959E-1,1.672771454E0,7.351608585E0
2.991667583E0,-7.588020630E0,-4.409829712E-1,2.166744232E0,7.903625980E0
3.001735583E0,-7.886350250E0,-5.213658142E-1,2.689756622E0,8.348720457E0
3.011804583E0,-8.159532166E0,-5.116360474E-1,3.148103485E0,8.760724408E0
3.021872583E0,-8.379275208E0,-4.417314148E-1,3.565285950E0,9.116942665E0
3.031941583E0,-8.531808014E0,-3.517684937E-1,4.156257019E0,9.496839552E0
3.042009583E0,-8.966953125E0,-9.580078125E-2,5.068609772E0,1.030078789E1
3.052078583E0,-9.709409180E0,1.927990723E-1,6.178851013E0,1.151034309E1
3.062146583E0,-1.068732559E1,-2.418969727E-1,7.028334503E0,1.279355026E1
3.072215583E0,-1.172706345E1,-1.437760162E0,7.505392456E0,1.399721713E1
3.082283583E0,-1.235470825E1,-2.175725555E0,7.984546051E0,1.487029164E1
3.092352583E0,-1.219603821E1,-2.015408936E0,8.304580536E0,1.489198707E1
3.102421667E0,-1.087533463E1,-1.486708374E0,7.972720642E0,1.356640997E1
3.112489667E0,-9.403744812E0,-9.765692139E-1,7.168592834E0,1.186477253E1
3.122558667E0,-9.093290405E0,-8.970845032E-1,6.388265533E0,1.114910882E1
3.132626667E0,-9.779313812E0,-1.392703857E0,5.723497925E0,1.141634929E1
3.142695667E0,-1.094194611E1,-2.128872986E0,5.388644257E0,1.238126697E1
3.152763667E0,-1.273372009E1,-2.849923553E0,5.568570099E0,1.418727122E1
3.162832667E0,-1.467548218E1,-3.397484894E0,6.382577362E0,1.636001145E1
3.172900667E0,-1.579485443E1,-2.881657562E0,7.777227173E0,1.784002913E1
3.182969667E0,-1.499611542E1,-6.388714600E-1,8.956025848E0,1.747861646E1
